,name,geometry,traffic_collision_count,avg_traffic_collisions_per_day
47,Gramercy Park,"MULTIPOLYGON (((-118.300207 33.9599139991251, -118.3002619953608 33.94999900346872, -118.3024479749113 33.94999300010926, -118.3024539953626 33.94547400346129, -118.3051799749087 33.94546700018511, -118.3051909955048 33.94184500291147, -118.309014974916 33.94183300014389, -118.3090249971981 33.93821000472189, -118.3133869895515 33.93821400014247, -118.313371983162 33.94546000472394, -118.317719982513 33.9454629995714, -118.3177610000001 33.9598165504934, -118.300207 33.9599139991251)))",241,0.5452488687782805
48,Granada Hills,"MULTIPOLYGON (((-118.4901560000002 34.31499299912082, -118.4799170000001 34.30319999912098, -118.472817 34.295800999121, -118.469101 34.29276299912098, -118.468369 34.29116799912103, -118.468244 34.29016299912113, -118.4683810000001 34.28841999912103, -118.469314 34.28012799912108, -118.472002 34.27185399912114, -118.472017 34.25720199912154, -118.489203 34.25721799912139, -118.5131160000002 34.25750699912141, -118.5232320000001 34.25749999912139, -118.5232330000001 34.2570989991214, -118.529393 34.25718999912147, -118.528963 34.26005499912139, -118.5294560000002 34.26094599912138, -118.5283190000001 34.2645019991213, -118.527719 34.26496199912127, -118.5275110000001 34.26611399912135, -118.526631 34.26836999912132, -118.5258630000001 34.26886599912135, -118.5251430000001 34.26966599912125, -118.5249830000001 34.27035399912135, -118.525495 34.2712979991212, -118.526103 34.27185799912126, -118.526519 34.27210199912127, -118.5270080000001 34.27207599912121, -118.5264470000001 34.27315399912126, -118.526662 34.27478399912124, -118.526327 34.27646299912116, -118.526495 34.27726399912117, -118.5269190000001 34.27780099912118, -118.527519 34.27930099912126, -118.527519 34.28130099912112, -118.528019 34.28210099912109, -118.5276190000001 34.28330099912122, -118.528419 34.28460099912115, -118.5288190000001 34.28600099912119, -118.5301190000001 34.28650099912105, -118.5336190000001 34.29030099912107, -118.5348190000001 34.29200099912099, -118.539019 34.29570099912101, -118.5409452396471 34.29879363870781, -118.5408210002321 34.29881399889549, -118.5415569998087 34.30021999896285, -118.5425930001022 34.30136099921408, -118.5433349997744 34.30325799897984, -118.5442959997555 34.30393999900208, -118.5436719998254 34.30571499901334, -118.5470970002149 34.3133509991732, -118.5455109999157 34.31565799917272, -118.5462959998205 34.31733199894586, -118.5340110001175 34.31453099930415, -118.5078401323249 34.33426630318251, -118.50637 34.33303499912057, -118.5034360000001 34.32671799912063, -118.5033300000001 34.32594699912065, -118.5037510000002 34.32471399912053, -118.5036960000001 34.32429999912059, -118.503347 34.32378999912054, -118.4974160000001 34.31978799912066, -118.4946760000001 34.31867699912072, -118.4923500000001 34.31552199912069, -118.4901560000002 34.31499299912082)))",687,1.5542986425339367
49,Green Meadows,"MULTIPOLYGON (((-118.2558979860227 33.96012400240537, -118.2559299895181 33.95306000158186, -118.2540999795598 33.9510320093464, -118.2539849900804 33.9512559996631, -118.253532995379 33.95126000336663, -118.253639316228 33.94333341032043, -118.2541060000002 33.94331499912527, -118.2541060000002 33.93311499912539, -118.2542689860268 33.92938300238534, -118.2534739860263 33.92863200238475, -118.2538039860267 33.92818400238457, -118.2538139767114 33.92730000129795, -118.2535499953424 33.92730000347011, -118.2535939953128 33.92309500455178, -118.2694377868819 33.92310199417098, -118.269506 33.96001399912504, -118.256406 33.9600149991251, -118.256406 33.96017318509527, -118.2558979860227 33.96012400240537)))",834,1.8868778280542986
50,Griffith Park,"MULTIPOLYGON (((-118.298947 34.15769899912272, -118.297935 34.15829299912267, -118.2978370000001 34.15857699912265, -118.2974150000001 34.1588709991227, -118.295928 34.15899699912266, -118.295691 34.15895299912266, -118.29154 34.15577699912279, -118.2874690000002 34.15577099912268, -118.283809 34.15653799912278, -118.28222 34.15651699912273, -118.2816910000001 34.15647299912276, -118.280349 34.15595199912265, -118.279378 34.1550669991227, -118.2792120000001 34.15394299912275, -118.2787399593247 34.15362371439506, -118.2777090000001 34.14540699912274, -118.2764080000001 34.14090699912273, -118.275708 34.13710699912297, -118.273308 34.12890799912299, -118.2705080000001 34.1215079991231, -118.265408 34.11360899912324, -118.265408 34.11340899912305, -118.2663080000001 34.11260899912315, -118.267408 34.11230899912312, -118.2680080000001 34.11270899912319, -118.2718080000001 34.11720799912305, -118.2719080000001 34.11690799912317, -118.2737080000001 34.11900799912314, -118.274208 34.11980799912314, -118.286109 34.1185079991231, -118.2922090000001 34.1176079991232, -118.299009 34.11570799912322, -118.306609 34.11380799912332, -118.3075090000002 34.11340799912308, -118.309409 34.11300799912316, -118.3095100000001 34.1411069991228, -118.3094100000001 34.14700699912273, -118.31091 34.15220699912263, -118.31661 34.15140699912278, -118.3178100000002 34.15210699912274, -118.323038 34.15246999912263, -118.3287100000001 34.14980699912272, -118.3289046986555 34.15029374576136, -118.325721 34.1532529991229, -118.32211 34.15572699912268, -118.317677 34.15631299912263, -118.3172170000001 34.15479199912274, -118.316002 34.15466099912266, -118.315818 34.15445299912271, -118.314675 34.15427799912273, -118.3121890000001 34.15534499912277, -118.3103200000001 34.16075999912261, -118.309646 34.16125899912264, -118.3087280000001 34.16143899912262, -118.307248 34.16095599912283, -118.304338 34.15901699912278, -118.298947 34.15769899912272)))",102,0.23076923076923078
51,Hancock Park,"MULTIPOLYGON (((-118.326309 34.0835089991235, -118.325909 34.06200999912372, -118.34411 34.06210999912375, -118.34411 34.08330899912357, -118.326309 34.0835089991235)))",402,0.9095022624434389
52,Hansen Dam,"MULTIPOLYGON (((-118.368321 34.27334699912117, -118.361095 34.27289699912131, -118.3611130000001 34.2726019991211, -118.3606130000002 34.27220199912128, -118.359313 34.2720019991213, -118.359137 34.27277699912113, -118.3562930000001 34.26716999912133, -118.359996 34.26724699912138, -118.359879 34.26603899912123, -118.3655130000001 34.26610199912149, -118.3710070000001 34.26044799912145, -118.3711130000001 34.26320199912134, -118.372113 34.26130199912136, -118.373313 34.26030199912133, -118.3802140000001 34.25950199912142, -118.3861140000001 34.26060199912139, -118.390679 34.25729999912136, -118.3936160000002 34.25827199912145, -118.39497 34.25914299912147, -118.395414 34.25920199912153, -118.395914 34.2588019991214, -118.3961140000001 34.25920199912144, -118.4018140000001 34.2645019991213, -118.4014140000001 34.26640199912143, -118.400014 34.26810199912133, -118.397314 34.27100199912122, -118.3939140000001 34.27350199912125, -118.391781 34.27333299912138, -118.3823820000001 34.27374299912122, -118.381394 34.27411299912126, -118.368321 34.27334699912117)))",29,0.06561085972850679
53,Harbor City,"MULTIPOLYGON (((-118.300693 33.81393399912691, -118.2992050000002 33.81341599912684, -118.2992050000002 33.81362644926715, -118.2984909860768 33.81336300231612, -118.2984939860768 33.81313900231579, -118.2983399860767 33.81305500231577, -118.2990159968605 33.80340000558455, -118.2996159751351 33.80341799954608, -118.2996379769479 33.8028140008297, -118.2991449952105 33.80279900378906, -118.2991459779686 33.79779599916477, -118.2859390546698 33.79778139548247, -118.286905 33.79771699912713, -118.2833040000002 33.79291699912709, -118.282704 33.79201699912706, -118.282104 33.79061699912718, -118.2804040000001 33.77901699912724, -118.2820040000001 33.77881699912734, -118.2894040000001 33.7785169991273, -118.292904 33.77931699912736, -118.297705 33.78221699912727, -118.298605 33.78081699912723, -118.3080050000001 33.77941699912729, -118.3079276996831 33.77917910504311, -118.309464 33.77891499912735, -118.309924 33.78194699912738, -118.3090390000002 33.7819409991273, -118.309038 33.78217899912722, -118.308709 33.78221499912734, -118.308713 33.78820699912719, -118.308472 33.78877299912723, -118.3086850000001 33.7894709991272, -118.3088290000001 33.80679499912704, -118.3092960000001 33.80880499912691, -118.3081270000001 33.809044999127, -118.308558 33.81049099912699, -118.308786 33.81200399912691, -118.3087923495178 33.81687759425836, -118.300693 33.81393399912691)))",299,0.6764705882352942
54,Harbor Gateway,"MULTIPOLYGON (((-118.2890060000001 33.92361499912562, -118.281206 33.92361499912545, -118.2812652780672 33.92319900129804, -118.2814489955988 33.92310400474226, -118.2820859749433 33.92320100010348, -118.2822679947171 33.89731499885771, -118.2832039860523 33.89694800236782, -118.28228 33.87412699912612, -118.282107 33.87285299912622, -118.282247 33.87263899912628, -118.281845 33.87269699912613, -118.281643 33.87201899912623, -118.281555 33.86280199912633, -118.285363 33.86115599912625, -118.2851360000001 33.86068399912625, -118.285211 33.86048099912631, -118.285488 33.86063599912628, -118.285615 33.86104399912632, -118.2905230000002 33.85869899912626, -118.290518 33.85422299912644, -118.2852540000001 33.85415699912642, -118.285275 33.85224999912635, -118.2860360000002 33.85224799912648, -118.2860169948003 33.84625300575102, -118.2992069748046 33.84631900086816, -118.2991809860755 33.82302200232228, -118.2990429825945 33.82221000312056, -118.2992050000002 33.81341599912684, -118.3087923495178 33.81687759425836, -118.3094120000002 33.85743899912633, -118.309279 33.85834799912633, -118.3091500000001 33.85834799912633, -118.309148 33.86560799912633, -118.299319 33.8656979991262, -118.2991430000001 33.87053099912625, -118.299028 33.8705829991262, -118.294349 33.87062799912624, -118.294499 33.86646999912618, -118.298063 33.86642199912639, -118.298068 33.86555299912629, -118.29197 33.86554499912634, -118.29154 33.86566399912626, -118.290624 33.86633299912635, -118.291788 33.89412099912589, -118.2915829860537 33.92333400238584, -118.2915475629645 33.92350208560499, -118.2890060000001 33.92361499912562)))",519,1.1742081447963801
55,Harvard Heights,"MULTIPOLYGON (((-118.3000120000002 34.052907999124, -118.300008 34.04741099912393, -118.3004080000001 34.04561099912404, -118.3003080000001 34.04391099912411, -118.300808 34.04381099912403, -118.3009080000001 34.0401109991242, -118.300408 34.04001099912401, -118.3004080000001 34.03731199912409, -118.3090080000001 34.03741099912408, -118.315308 34.03721099912426, -118.3150080000001 34.03741099912408, -118.313408 34.03751099912417, -118.313408 34.04001099912401, -118.313008 34.04001099912405, -118.3131090000001 34.04961099912397, -118.313409 34.05271099912387, -118.3112090000001 34.05291099912394, -118.3000120000002 34.052907999124)))",436,0.9864253393665159
56,Harvard Park,"MULTIPOLYGON (((-118.3002070000001 33.97451399912481, -118.308907 33.97441299912499, -118.308808 33.98661299912474, -118.3090080000001 33.98891299912483, -118.308908 33.9930129991246, -118.300208 33.99311299912467, -118.3003080000001 33.99091299912464, -118.3001070000001 33.9840129991247, -118.3002070000001 33.97451399912481)))",307,0.6945701357466063
57,Highland Park,"MULTIPOLYGON (((-118.190805 34.13110799912307, -118.190705 34.13070799912289, -118.188905 34.13100799912296, -118.187605 34.12810799912295, -118.185705 34.12850799912299, -118.185605 34.12890799912299, -118.1828242123836 34.129715995033, -118.18258 34.1291859991231, -118.18134 34.12949799912301, -118.1814950000001 34.12802999912309, -118.1808960000001 34.12833099912313, -118.180193 34.12642499912305, -118.178583 34.12671999912302, -118.177833 34.12665799912308, -118.1777960000001 34.12687699912303, -118.1765410000001 34.12662399912317, -118.176955 34.12314099912306, -118.172804 34.12477099912305, -118.172936 34.12581299912308, -118.172539 34.12578699912305, -118.172299 34.12608199912307, -118.171303 34.12635899912297, -118.1704340000001 34.12693099912309, -118.169768 34.12685699912311, -118.1691 34.12649199912309, -118.167221 34.12588499912304, -118.165867 34.12623799912307, -118.165587 34.12546699912311, -118.167213 34.1246559991232, -118.167792 34.12476699912298, -118.168262 34.1243019991232, -118.168454 34.12391399912313, -118.168053 34.12392299912315, -118.168039 34.12311199912304, -118.16757 34.12145599912311, -118.168289 34.12018299912315, -118.16889 34.11992399912314, -118.1689990000001 34.11934099912315, -118.168833 34.11866799912312, -118.168866 34.11784299912324, -118.1727580000001 34.11362699912319, -118.175422 34.11325099912327, -118.175631 34.11262699912322, -118.17595 34.11252599912324, -118.1758233898305 34.11243386352999, -118.175915 34.11227199912317, -118.177005 34.11290799912313, -118.180505 34.1111079991232, -118.183205 34.11160799912319, -118.184305 34.1109079991232, -118.1861050000002 34.10760899912323, -118.192505 34.1031089991234, -118.1975050000001 34.10260899912341, -118.199606 34.1018089991233, -118.2006060000001 34.10120899912325, -118.2049060000001 34.09610899912336, -118.2062060000002 34.09420899912352, -118.2064060000001 34.09320899912336, -118.2062060000002 34.0925089991234, -118.2069060000001 34.09070899912351, -118.210106 34.0873099991235, -118.212906 34.0864099991235, -118.2120060000001 34.0881099991235, -118.2114060000002 34.08890999912355, -118.211106 34.08980999912349, -118.2113060000001 34.09110899912358, -118.211606 34.09080899912352, -118.211606 34.0931089991233, -118.2114060000002 34.09370899912339, -118.209906 34.09530899912338, -118.209206 34.09640899912336, -118.2061060000001 34.09920899912333, -118.205206 34.10110899912338, -118.2058060000002 34.1060089991232, -118.203806 34.1070089991232, -118.204806 34.1085089991233, -118.2077060000002 34.1122089991231, -118.2083060000001 34.11250899912319, -118.2081060000001 34.11280799912305, -118.2103060000001 34.11480799912307, -118.211706 34.1158079991232, -118.213706 34.11620799912313, -118.212906 34.11770799912302, -118.213506 34.11940799912322, -118.2144060000001 34.1202079991231, -118.2155060000001 34.12060799912311, -118.216806 34.12080799912305, -118.216206 34.12320799912308, -118.213706 34.12260799912307, -118.2089060000001 34.12180799912306, -118.2083060000001 34.12440799912297, -118.2039060000002 34.12370799912302, -118.203506 34.12540799912299, -118.2022060000001 34.12520799912296, -118.200306 34.12810799912295, -118.200006 34.12790799912306, -118.2000060000002 34.12730799912308, -118.198606 34.12620799912295, -118.1982350000001 34.12661399912298, -118.1981060000002 34.12640799912301, -118.1973060000001 34.12650799912305, -118.194506 34.12640799912301, -118.193906 34.129507999123, -118.192505 34.12980799912295, -118.191305 34.130507999123, -118.191205 34.13110799912302, -118.190805 34.13110799912307)))",449,1.0158371040723981
58,Historic South-Central,"MULTIPOLYGON (((-118.256407 34.00481399912452, -118.256407 34.00381399912452, -118.260707 34.00391399912448, -118.263907 34.00371399912455, -118.265207 34.00381399912453, -118.281107 34.00371299912452, -118.2812070000001 34.00551299912446, -118.281107 34.01591299912426, -118.2808070000002 34.01691299912441, -118.274607 34.02651199912422, -118.274307 34.02811199912418, -118.2741070000001 34.03541199912403, -118.2505070000001 34.02451299912422, -118.2541070000001 34.02051299912434, -118.2565070000001 34.01471299912435, -118.256407 34.00481399912452)))",1365,3.088235294117647
59,Hollywood Hills,"MULTIPOLYGON (((-118.3178100000002 34.15210699912274, -118.31661 34.15140699912278, -118.31091 34.15220699912263, -118.3094100000001 34.14700699912273, -118.3095100000001 34.1411069991228, -118.309409 34.11300799912316, -118.3075090000002 34.11340799912308, -118.3076090000001 34.10920799912327, -118.308009 34.1080079991232, -118.309409 34.10770799912324, -118.309409 34.10530899912325, -118.32641 34.10510799912329, -118.32811 34.10550799912318, -118.3292100000002 34.10520799912317, -118.3305100000002 34.10510799912329, -118.33061 34.10530799912326, -118.33751 34.10510799912329, -118.33771 34.10450799912321, -118.33831 34.10390799912326, -118.34391 34.10400799912322, -118.34591 34.10370799912325, -118.3461100000001 34.10450799912321, -118.34481 34.10580799912324, -118.3455100000001 34.10710799912324, -118.3461100000001 34.11150799912309, -118.34461 34.11270799912317, -118.3440100000001 34.11340799912308, -118.3444100000001 34.11510799912313, -118.34601 34.11540799912305, -118.3475100000001 34.11590799912315, -118.348711 34.11790799912305, -118.348611 34.11880799912308, -118.3481110000001 34.11900799912314, -118.3475100000001 34.11800799912305, -118.34721 34.11820799912308, -118.3476110000001 34.12010799912314, -118.3491110000001 34.12010799912314, -118.351711 34.11980799912308, -118.353111 34.11940799912322, -118.3550110000001 34.12110699912301, -118.355911 34.121206999123, -118.356811 34.12180699912304, -118.358911 34.12240699912304, -118.3596110000001 34.1230069991231, -118.358111 34.12360699912297, -118.3595110000001 34.12570699912303, -118.3604110000001 34.12590699912312, -118.3608110000001 34.12630699912293, -118.360511 34.12730699912299, -118.3599110000001 34.12830699912296, -118.361211 34.12920699912294, -118.3627110000001 34.12920699912294, -118.363111 34.12990699912297, -118.362411 34.12950699912294, -118.361211 34.12990699912287, -118.360511 34.1304069991231, -118.361911 34.13000699912289, -118.363311 34.13180699912287, -118.361911 34.13100699912297, -118.360711 34.13240699912296, -118.359611 34.13300699912305, -118.358811 34.13270699912302, -118.3582110000001 34.13320699912298, -118.3572110000001 34.13270699912295, -118.3565110000001 34.13200699912296, -118.3560110000002 34.13280699912298, -118.354411 34.13250699912291, -118.353613 34.13219699912287, -118.352584 34.13419199912297, -118.3523443993307 34.13433066911443, -118.352136 34.13415899912297, -118.351592 34.13410999912286, -118.3506890000002 34.13318799912311, -118.3497870000001 34.13253599912304, -118.348775 34.13138599912292, -118.348405 34.13198799912291, -118.348657 34.13246399912295, -118.3484530000001 34.13288499912289, -118.347462 34.13314399912302, -118.3477740000001 34.13346499912303, -118.346714 34.13389099912283, -118.346717 34.13419299912305, -118.346489 34.13435099912307, -118.3465640000001 34.13464599912288, -118.345861 34.13467699912292, -118.3455760000002 34.13510899912283, -118.344213 34.13606099912294, -118.344424 34.13680099912296, -118.3440280000002 34.13784899912293, -118.3432300000001 34.13821399912294, -118.3451723880658 34.14254730532219, -118.34088 34.14493499912277, -118.340343 34.14549199912287, -118.339891 34.14555899912283, -118.338804 34.14522799912282, -118.3366370000001 34.14649399912294, -118.331028 34.1483179991228, -118.330067 34.14974699912277, -118.3289046986555 34.15029374576136, -118.3287100000001 34.14980699912272, -118.323038 34.15246999912263, -118.3178100000002 34.15210699912274)))",588,1.330316742081448
60,Hollywood Hills West,"MULTIPOLYGON (((-118.370111 34.12990699912297, -118.3698110000001 34.12930699912292, -118.3679110000001 34.12930699912297, -118.3671110000001 34.12890699912307, -118.363111 34.12810699912294, -118.361811 34.12820699912294, -118.361011 34.12800699912292, -118.360511 34.12730699912299, -118.3608110000001 34.12630699912293, -118.3604110000001 34.12590699912312, -118.3595110000001 34.12570699912303, -118.358111 34.12360699912297, -118.3596110000001 34.1230069991231, -118.358911 34.12240699912304, -118.356811 34.12180699912304, -118.355911 34.121206999123, -118.3550110000001 34.12110699912301, -118.353111 34.11940799912322, -118.351711 34.11980799912308, -118.3491110000001 34.12010799912314, -118.3476110000001 34.12010799912314, -118.34721 34.11820799912308, -118.3475100000001 34.11800799912305, -118.3481110000001 34.11900799912314, -118.348611 34.11880799912308, -118.348711 34.11790799912305, -118.3475100000001 34.11590799912315, -118.34601 34.11540799912305, -118.3444100000001 34.11510799912313, -118.3440100000001 34.11340799912308, -118.34461 34.11270799912317, -118.3461100000001 34.11150799912309, -118.3455100000001 34.10710799912324, -118.34481 34.10580799912324, -118.3461100000001 34.10450799912321, -118.3458100000002 34.10330799912322, -118.35291 34.10340799912323, -118.3540100000001 34.10330799912322, -118.3540100000001 34.1016079991233, -118.359411 34.1016079991233, -118.3617110000001 34.10120799912329, -118.3617941995415 34.09717600370887, -118.366721 34.09710799912347, -118.36672 34.09688799912356, -118.367341 34.09687899912335, -118.3673420000001 34.09709799912337, -118.368168 34.09708699912338, -118.368209 34.09803499912333, -118.3686440000001 34.09807099912342, -118.3697990000001 34.09721299912329, -118.371574 34.09642799912352, -118.3726 34.09567599912349, -118.376577 34.09474999912346, -118.379297 34.09295499912355, -118.3811810000001 34.09210399912355, -118.3811830000001 34.09332299912344, -118.383369 34.09332699912341, -118.38337 34.09372399912346, -118.384378 34.09372199912346, -118.3844590000001 34.09355699912347, -118.385038 34.09355799912332, -118.385036 34.09320199912349, -118.38553 34.09320299912347, -118.385528 34.09276299912345, -118.385706 34.09294199912348, -118.385941 34.0927679991235, -118.38604 34.09103599912342, -118.395844 34.0910549991235, -118.395914 34.0950129991235, -118.396154 34.09516299912349, -118.396504 34.09506599912336, -118.396506 34.09618199912349, -118.395412 34.09617299912344, -118.394894 34.09697599912334, -118.392081 34.09979399912345, -118.392079 34.10635799912333, -118.392227 34.10651699912329, -118.391757 34.10668199912327, -118.3911970000001 34.10748599912332, -118.3905740000002 34.10920299912327, -118.3911400000001 34.11242299912332, -118.3915795891219 34.1124259760246, -118.3919200000001 34.11421499912314, -118.392096 34.11448699912313, -118.391651 34.11419499912319, -118.391012 34.11520699912315, -118.391712 34.11700699912314, -118.3906120000001 34.11710699912318, -118.3906120000001 34.11760699912322, -118.3903120000002 34.11830699912323, -118.388812 34.11870699912312, -118.390912 34.11920699912309, -118.3909120000001 34.11990699912309, -118.392112 34.12040699912311, -118.390012 34.12110699912311, -118.388712 34.12090699912319, -118.386912 34.12180699912304, -118.385812 34.12140699912302, -118.385012 34.12200699912312, -118.3832120000001 34.12200699912312, -118.3826120000001 34.12260699912304, -118.3816120000001 34.12230699912305, -118.3810120000001 34.12300699912299, -118.3757110000001 34.12180699912313, -118.3757110000001 34.12330699912309, -118.3754110000001 34.12340699912316, -118.374911 34.12400699912312, -118.374911 34.12460699912307, -118.373611 34.12670699912286, -118.3730110000001 34.12640699912303, -118.3717110000001 34.12640699912303, -118.371511 34.12690699912299, -118.372011 34.12840699912318, -118.372811 34.12940699912308, -118.373612 34.13090699912306, -118.372611 34.131106999123, -118.371311 34.13010699912303, -118.370111 34.12990699912297)))",262,0.5927601809954751
61,Hollywood,"MULTIPOLYGON (((-118.32691 34.10520799999951, -118.32411 34.10510799999972, -118.309409 34.10530899999958, -118.309309 34.08360899999958, -118.319809 34.08350899999959, -118.324009 34.08360899999972, -118.34411 34.0833089999996, -118.344110821295 34.0888933953935, -118.3433879999999 34.08892799999961, -118.343382 34.09432799999974, -118.361641 34.09453599999972, -118.361652 34.09717799999962, -118.3617941995414 34.0971760045851, -118.361711 34.10120799999961, -118.359411 34.10160799999958, -118.35401 34.10160799999958, -118.35401 34.10330799999954, -118.34581 34.10330799999954, -118.34591 34.10370799999959, -118.34391 34.10400799999953, -118.33831 34.10390799999959, -118.33771 34.10450799999954, -118.33751 34.10510799999962, -118.33061 34.1053079999996, -118.33051 34.10510799999962, -118.32921 34.10520799999951, -118.32811 34.10550799999956, -118.32691 34.10520799999951)))",2048,4.633484162895928
62,Hyde Park,"MULTIPOLYGON (((-118.3170080000001 34.00361299912463, -118.3171080000002 33.98891299912476, -118.3176080000001 33.98891299912483, -118.317508 33.98171299912489, -118.317608 33.97071299912498, -118.3177472319902 33.97071299912498, -118.317747 33.97092299912504, -118.32184 33.97091699912497, -118.321887 33.97079599912498, -118.322315 33.97079599912498, -118.3223620000001 33.9709159991251, -118.326471 33.97090899912504, -118.32648 33.96726699912494, -118.33303 33.967248999125, -118.3330240000002 33.97269599912504, -118.335212 33.97269099912483, -118.335186 33.9817579991249, -118.3583864481469 33.98166750817757, -118.358509 33.98191199912473, -118.3582801803275 33.98304551675896, -118.3526829826107 33.98305900469509, -118.3526809889757 33.98933499967645, -118.342486995396 33.98941500342023, -118.342473976764 33.98845300143489, -118.337265982609 33.98849100465686, -118.3372649825932 33.98898600470793, -118.3377509895469 33.98898400018702, -118.3377529889156 33.98946600027789, -118.3372539826102 33.98947400465335, -118.3372819888477 33.9963079996651, -118.331628982594 33.99633300469205, -118.3314849860683 34.00149200244068, -118.3318569860685 34.00254300244131, -118.3324692252428 34.00338903404319, -118.3292080000002 34.00361299912457, -118.322308 34.00351299912455, -118.3170080000001 34.00361299912463)))",875,1.9796380090497738
63,Inglewood,"MULTIPOLYGON (((-118.3666762430939 33.98186875603094, -118.3662520000002 33.98164499912487, -118.3351860000002 33.98175799912497, -118.3352120000002 33.97269099912491, -118.3330240000003 33.97269599912507, -118.3330300000002 33.96724899912502, -118.3264800000001 33.96726699912499, -118.3264710000002 33.97090899912509, -118.3223620000002 33.97091599912512, -118.3223150000001 33.97079599912502, -118.3218870000002 33.97079599912502, -118.3218400000002 33.97091699912502, -118.3177470000001 33.97092299912509, -118.3177529790897 33.93090100164793, -118.3133919860586 33.93091200460982, -118.3133920000002 33.93068299912547, -118.3220990000003 33.93057099912544, -118.3220720000002 33.92903999912556, -118.32642 33.92909499912545, -118.3264220000002 33.92878799912551, -118.3255100000001 33.92879099912568, -118.325542 33.9267149991256, -118.3264270000002 33.92676899912554, -118.3264300000002 33.92613899912552, -118.3267480000003 33.92611899912553, -118.326866 33.92583499912558, -118.3300220000002 33.92521399912564, -118.3327700000001 33.92517699912553, -118.3352190000001 33.92538799912558, -118.3366650000001 33.9259269991256, -118.3372770000001 33.92709299912547, -118.3373640000002 33.92921699912555, -118.3363460000001 33.92932899912546, -118.3363070000002 33.93058399912546, -118.3409930000001 33.93058099912552, -118.3438630000002 33.93080999912554, -118.3438750000002 33.93100399912554, -118.3442250000002 33.9309869991255, -118.3460740000002 33.93204799912545, -118.346297 33.93237899912552, -118.346348 33.93252699912533, -118.3461069907729 33.93269400154362, -118.3460929859768 33.93325500018958, -118.345749986124 33.9332630038719, -118.3457439861363 33.93344000003378, -118.3450509861027 33.93344600397483, -118.3450079861459 33.93665800373706, -118.3460559860319 33.93661300106412, -118.3460529860515 33.93735800075263, -118.3454699861732 33.93740300349555, -118.3454759860299 33.93783300083705, -118.3448999861767 33.93788200344013, -118.3449109860922 33.93820700402259, -118.3453179860845 33.93820600078068, -118.3453409859624 33.93851400065219, -118.3445649861662 33.93856600356852, -118.3445389860878 33.94000100021785, -118.3442579861317 33.94000000493039, -118.3442849860971 33.94091300399965, -118.3444489860777 33.94091200080675, -118.3444509863196 33.94145500307862, -118.3442969858549 33.94150800172861, -118.3443079860918 33.94272400402343, -118.3466839791332 33.94271700040126, -118.3466849930756 33.94206700308384, -118.3469089792406 33.94206400056318, -118.3469199930631 33.94185600314267, -118.3473059860769 33.94185300081888, -118.347304985741 33.94209300494829, -118.347976986438 33.94218499986039, -118.3479759860831 33.94272400407137, -118.3520779791413 33.94273000035533, -118.3520789930347 33.94181300327269, -118.354814986098 33.94182300075026, -118.3548189861143 33.94402500395638, -118.3558959860748 33.94401100085668, -118.3558999860948 33.94447500404767, -118.356451979176 33.944475000356, -118.3564549931735 33.94425300242825, -118.3569569790863 33.94421500154429, -118.3569579930507 33.943932003215, -118.3578339860943 33.94393100077404, -118.3578269861 33.94426100403152, -118.359114979124 33.94425800039262, -118.3591139930487 33.94361500322717, -118.3596629860976 33.94361500076607, -118.3596879860911 33.94396200407465, -118.3602039861044 33.94396400073923, -118.3602069860963 33.94436200405458, -118.361837986099 33.94436300076632, -118.3618469859854 33.94488300443228, -118.3624179862883 33.9449150008281, -118.3630109790812 33.94481400303142, -118.3630059930548 33.94451500320713, -118.3666229808061 33.94455100052952, -118.3677119861031 33.9433110024074, -118.3678039929096 33.9413920048591, -118.3682059861339 33.94172000390755, -118.3687779860769 33.94170900089165, -118.3693399722086 33.94300800568968, -118.3688889722078 33.94355500569013, -118.3687709861398 33.94540500387858, -118.3700369862358 33.9454199988107, -118.370057 33.95267199912537, -118.3788430000003 33.95264699912525, -118.3787900000002 33.95889499912517, -118.378382 33.95889599912523, -118.3775220000001 33.96018699912514, -118.3760780000002 33.96134999912518, -118.3712390000001 33.96336699912507, -118.3716160000002 33.96685199912505, -118.371918 33.96738699912505, -118.3725400000002 33.9671309991251, -118.3728970000001 33.96760699912506, -118.3723660000002 33.96798899912504, -118.3701480000001 33.96799299912506, -118.3701080000002 33.97660799912495, -118.3703410000002 33.98163599912478, -118.3669270000002 33.9816329991249, -118.3666762430939 33.98186875603094)), ((-118.3743739861207 33.97972200193409, -118.3744639860066 33.97971000171751, -118.3762119861526 33.98286300262151, -118.3753879869002 33.98295800135227, -118.3718049940164 33.98205800273462, -118.3718019954334 33.979847001519, -118.3743739861207 33.97972200193409)))",62,0.14027149321266968
64,Jefferson Park,"MULTIPOLYGON (((-118.3090080000001 34.0364109991242, -118.3090080000001 34.02561199912422, -118.317708 34.02561199912427, -118.317708 34.01901199912423, -118.3283090000001 34.02151199912432, -118.335109 34.02271199912422, -118.335109 34.03261099912418, -118.333809 34.03501099912416, -118.331409 34.03521099912408, -118.3284090000001 34.03571099912418, -118.323609 34.03611099912415, -118.320009 34.03671099912401, -118.315308 34.03721099912426, -118.3090080000001 34.03741099912408, -118.3090080000001 34.0364109991242)))",447,1.01131221719457
